DATA,HORA,LINHA,EMPRESA,PREFIXO,TIPO DE ACIDENTE,SUB TIPO DE ACIDENTE,FERIDOS,MORTOS,LOCAL,LOCAL AUXILIAR 1,LOCAL AUXILIAR 2,Ano
"05/01/202
0",21:53,603,7,HE717,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA REPÚBLICA ARGENTINA,
VILA IZABEL, CURITIBA","R. PROF. SEBASTIÃO PARANÁ, 6 -
VILA IZABEL, CURITIBA - PR,
80320-070, BRASIL","RUA PROFESSOR DÁRIO VELOSO, 21 -
VILA IZABEL, CURITIBA - PR,
80320-050, BRASIL",2020
"09/01/202
0",22:40,304,5,DL303,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA ARYTON SENNA DA SILVA,
PINHAIS, PINHAIS","R. JERÔNIMO BUSATO FILHO, 470 -
ESTÂNCIA PINHAIS, PINHAIS - PR,
83323-090, BRASIL","R. LAURA DOS SANTOS, 12 -
ESTÂNCIA PINHAIS, PINHAIS - PR,
83323-092, BRASIL",2020
"16/01/202
0",18:23,500,11,GE718,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, CENTRO, CURITIBA","AV. VISC. DE GUARAPUAVA, 2858 -
CENTRO, CURITIBA - PR,
80010-100, BRASIL","R. ANDRÉ DE BARROS, 282 -
CENTRO, CURITIBA - PR,
80010-080, BRASIL",2020
"30/01/202
0",20:20,505,6,EL305,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, BOQUEIRÃO, CURITIBA","R. WALDEMAR LOUREIRO CAMPOS,
1363F - BOQUEIRÃO, CURITIBA -
PR, 81650-200, BRASIL","RUA ITALINO PERUFFO, 113 -
BOQUEIRÃO, CURITIBA - PR,
81650-330, BRASIL",2020
"05/02/202
0",13:58,619,7,HI017,ATROPELAMENTO,CICLISTA,0,0,"RUA ERNESTO GERMANO FRANCISCO
HANNEMANN, TATUQUARA, CURITIBA","R. ARCÉSIO DE BARROS LIMA, 26 -
TATUQUARA, CURITIBA - PR,
81480-246, BRASIL","RUA MONSENHOR ALFREDO DE ARRUDA
CÂMARA, 1 - TATUQUARA, CURITIBA
- PR, 81020-490, BRASIL",2020
"06/02/202
0",17:18,680,7,HA028,ATROPELAMENTO,CICLISTA,1,0,"RUA ÂNGELO TOZIM, VILA RURBANA,
CAMPO DE SANTANA","MIGUEL FURMANN, 15 - CAMPO DE
SANTANA, CURITIBA - PR,
81020-490, BRASIL","TRAVESSA HERMINHO CUNHA, 7 -
CAMPO DE SANTANA, CURITIBA - PR,
81490-255, BRASIL",2020
"11/02/202
0",13:56,541,11,GC014,ATROPELAMENTO,CICLISTA,1,0,"RUA CIDADE DE PALMAS, SÍTIO
CERCADO, CURITIBA","R. DAVID TOWS, 475 - SÍTIO
CERCADO, CURITIBA - PR,
81920-380, BRASIL","R. MILTON MIRAMIR VISINONI, 575
- SÍTIO CERCADO, CURITIBA - PR,
81920-070, BRASIL",2020
"15/02/202
0",18:41,303,9,LE705,ATROPELAMENTO,CICLISTA,1,0,"RUA DEPUTADO HEITOR ALENCAR
FURTADO, CAMPINA DO SIQUEIRA,
CURITIBA","R. GEN. MÁRIO TOURINHO, 1810 -
CAMPINA DO SIQUEIRA, CURITIBA -
PR, 80740-000, BRASIL","R. MAJ. HEITOR GUIMARÃES, 1740 -
SEMINÁRIO, CURITIBA - PR,
80740-060, BRASIL",2020
"28/02/202
0",09:39,700,7,HL318,ATROPELAMENTO,CICLISTA,0,0,"AVENIDA REPUBLICA ARGENTINA,
ÁGUA VERDE, CURITIBA","R. GOIÁS, 18 - ÁGUA VERDE,
CURITIBA - PR, 80620-060, BRASIL","R. MATO GROSSO, 30 - ÁGUA VERDE,
CURITIBA - PR, 80620-070, BRASIL",2020
"04/03/202
0",16:38,471,6,EA204,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, CENTRO, CURITIBA","AV. VISC. DE GUARAPUAVA, 2822 -
CENTRO, CURITIBA - PR,
80010-130, BRASIL","R. ANDRÉ DE BARROS, 296 -
CENTRO, CURITIBA - PR,
80010-080, BRASIL",2020
"06/03/202
0",21:32,505,6,EL313,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, HAUER, CURITIBA","ROD. RÉGIS BITTENCOURT, 2429 -
CAPÃO RASO, CURITIBA - PR,
82710-250, BRASIL","R. ARTUR HAUER, 370 - HAUER,
CURITIBA - PR, 81610-190, BRASIL",2020
"06/03/202
0",14:03,503,11,GE601,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, HAUER, CURITIBA","R. CEL ANTONIO R DOS SANTOS, 547
- HAUER, CURITIBA - PR,
81610-160, BRASIL","R. MAJ. FABRICIANO DO RÊGO
BARROS, 540 - HAUER, CURITIBA -
PR, 81610-170, BRASIL",2020
"10/03/202
0",17:15,500,11,GE711,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, PAROLIN, CURITIBA","R. PROF. PLÁCIDO E SILVA, 15 -
PAROLIN, CURITIBA - PR,
80220-400, BRASIL","R. PROF. LEÔNIDAS FERREIRA DA
COSTA, 11 - PAROLIN, CURITIBA -
PR, 80220-410, BRASIL",2020
"26/04/202
0",07:23,506,6,EL309,ATROPELAMENTO,CICLISTA,0,0,"RODOVIA RÉGIS BITTENCOURT,
FANNY, CURITIBA","AV. SANTA BERNADETE, 2350 -
FANNY, CURITIBA - PR, 81650-200,
BRASIL","AV. BRASÍLIA, 6847 - CAPÃO RASO,
CURITIBA - PR, 81020-010, BRASIL",2020
"26/04/202
0",13:32,506,6,EL307,ATROPELAMENTO,CICLISTA,1,0,"RODOVIA RÉGIS BITTENCOURT,
FANNY, CURITIBA","AV. SANTA BERNADETE, 605 -
FANNY, CURITIBA - PR, 82590-100,
BRASIL","R. LEONEL FRANÇA, 35 - FANNY,
CURITIBA - PR, 81030-250, BRASIL",2020
"30/04/202
0",18:30,602,11,GE703,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA PRESIDENTE WENCESLAU
BRAZ, PAROLIN, CURITIBA","RUA ANTÔNIO MELILLO, 151 -
PAROLIN, CURITIBA - PR,
81030-090, BRASIL","RUA FRANCISCO ZANETTI, 206 -
PAROLIN, CURITIBA - PR,
81030-080, BRASIL",2020
"05/05/202
0",13:00,615,7,HI022,ATROPELAMENTO,CICLISTA,1,0,"PRAÇA DESEMBARGADOR ARMANDO
CARNEIRO, PORTÃO, CURITIBA","AV. REP. ARGENTINA, 3367 - ÁGUA
VERDE, CURITIBA - PR, 80610-250,
BRASIL","RUA LOURIVAL PORTELLA NATEL, 185
- PORTÃO, CURITIBA - PR,
80610-250, BRASIL",2020
"18/05/202
0",06:47,706,8,JI604,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA PRESIDENTE ARTHUR DA
SILVA BERNARDES, SANTA QUITÉRIA,
CURITIBA","R. REINALDO PAZELLO, 1342 -
SANTA QUITERIA, CURITIBA - PR,
80310-110, BRASIL","R. PROF. ULISSES VIEIRA, 1241 -
SANTA QUITERIA, CURITIBA - PR,
80310-120, BRASIL",2020
"25/05/202
0",14:56,200,11,GE717,ATROPELAMENTO,CICLISTA,0,0,"AVENIDA SETE DE SETEMBRO,
CENTRO, CURITIBA","R. ALFERES POLI, 372 - CENTRO,
CURITIBA - PR, 80220-050, BRASIL","R. DES. WESTPHALEN, 3225 -
REBOUÇAS, CURITIBA - PR,
80220-031, BRASIL",2020
"03/07/202
0",09:41,503,11,GE606,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, CENTRO, CURITIBA","AV. SETE DE SETEMBRO, 3028 -
CRISTO REI, CURITIBA - PR,
80230-085, BRASIL","AV. SILVA JARDIM, 717 - ÁGUA
VERDE, CURITIBA - PR, 80230-000,
BRASIL",2020
"07/07/202
0",17:24,658,7,HA029,ATROPELAMENTO,CICLISTA,1,0,"RUA PROFESSOR ALGACYR MUNHOZ
MADER, CIDADE INDUSTRIAL DE
CURITIBA, CURITIBA","R. AGÍLIO LEÃO DE MACEDO, 13 -
CIDADE INDUSTRIAL DE CURITIBA,
CURITIBA - PR, 81350-050, BRASIL","RUA RAYMUNDO RAMOS FERREIRA, 48
- FAZENDINHA/PORTÃO, CURITIBA -
PR, 81350-040, BRASIL",2020
"10/07/202
0",19:53,22,6,ER803,ATROPELAMENTO,CICLISTA,1,0,"RUA ANTÔNIO BARIQUELO, FANNY,
CURITIBA","BR-116, 12984 - NOVO MUNDO,
CURITIBA - PR, 81690-200, BRASIL","R. OMILIO MONTEIRO SOARES, 334 -
FANNY, CURITIBA - PR, 81030-000,
BRASIL",2020
"03/08/202
0",15:15,50,5,DR115,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA PRESIDENTE KENNEDY,
PORTÃO, CURITIBA","AV. REP. ARGENTINA, 3530 -
PORTÃO, CURITIBA - PR,
80610-260, BRASIL","RUA WILSON DE FRANÇA, 334 -
PORTÃO, CURITIBA - PR,
80610-256, BRASIL",2020
"07/08/202
0",11:57,304,9,LL316,ATROPELAMENTO,CICLISTA,0,0,"AVENIDA PRESIDENTE AFFONSO
CAMARGO, BAIRRO JARDIM BOTÂNICO,
CURITIBA","R. ATÍLIO BÓRIO, 14 - CRISTO
REI, CURITIBA - PR, 80050-250,
BRASIL","R. JOSÉ DE ALENCAR, 50 - CRISTO
REI, CURITIBA - PR, 80050-240,
BRASIL",2020
"12/09/202
0",20:08,545,8,JI300,ATROPELAMENTO,CICLISTA,1,0,"RUA IZAAC FERREIRA DA CRUZ,
SÍTIO CERCADO, CURITIBA","R. SÃO JOSÉ DOS PINHAIS, 10 -
SÍTIO CERCADO, CURITIBA - PR,
81910-010, BRASIL","R. CAMPÍNA GRANDE DO SUL, 26 -
SÍTIO CERCADO, CURITIBA - PR,
81910-020, BRASIL",2020
"20/09/202
0",13:29,653,7,HI035,ATROPELAMENTO,CICLISTA,0,0,"RUA NOSSA SENHORA DO EQUILÍBRIO,
CIDADE INDUSTRIAL DE
CURITIBA,CURITIBA","R. JAÍR SILVEIRA, 88 - CIDADE
INDUSTRIAL DE CURITIBA, CURITIBA
- PR, 81450-757, BRASIL","R. THALLES PAULA DA SILVA, 10 -
SÃO MIGUEL, CURITIBA - PR,
81450-186, BRASIL",2020
"21/09/202
0",16:50,603,11,GD350,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA REPÚBLICA ARGENTINA,
NOVO MUNDO, CURITIBA","R. PEDRO ZAGONEL, 17 - NOVO
MUNDO, CURITIBA - PR, 81050-110,
BRASIL","RUA LUIZ LEOPOLDO LANDAL, 10 -
NOVO MUNDO, CURITIBA - PR,
81050-120, BRASIL",2020
"19/10/202
0",18:28,200,11,GE736,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA JOÃO GUALBERTO, ALTO DA
GLÓRIA, CURITIBA","R. AUGUSTO SEVERO, 605 - ALTO DA
GLÓRIA, CURITIBA - PR,
80030-240, BRASIL","R. MAUÁ, 861 - ALTO DA GLÓRIA,
CURITIBA - PR, 80030-200, BRASIL",2020
"09/11/202
0",22:35,23,3,BL328,ATROPELAMENTO,CICLISTA,0,0,"RUA PROFESSOR NIVALDO BRAGA,
CAPÃO DA IMBUIA, CURITIBA","AV. PRESIDENTE AFFONSO CAMARGO,
4415 - CAPÃO DA IMBUIA, CURITIBA
- PR, 82810-000, BRASIL","AV. PREFEITO MAURÍCIO FRUET,
2150 - CAJURU, CURITIBA - PR,
82900-010, BRASIL",2020
"11/11/202
0",06:42,633,11,GI038,ATROPELAMENTO,CICLISTA,0,1,"RUA PROFESSOR JÚLIO THEODORICO
GUIMARÃES, PINHEIRINHO, CURITIBA","RUA CID MARCONDES DE
ALBUQUERQUE, 2548 - PINHEIRINHO,
CURITIBA - PR, 81825-080, BRASIL","R. MONTE CARMELO, 191A -
PINHEIRINHO, CURITIBA - PR,
81825-170, BRASIL",2020
"07/12/202
0",07:25,23,4,CL600,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA REPÚBLICA ARGENTINA,
NOVO MUNDO, CURITIBA","R. ITAJUBÁ, 1 - PORTÃO, CURITIBA
- PR, 81070-190, BRASIL","R. JOÃO PALOMEQUE, 12 - NOVO
MUNDO, CURITIBA - PR, 81050-040,
BRASIL",2020
"11/12/202
0",22:38,548,11,GI050,ATROPELAMENTO,CICLISTA,2,0,"RUA GUAÇUÍ, GANCHINHO, CURITIBA","RUA ARISTOCLETO TABORDA
PORTELLA, 134 - GANCHINHO,
CURITIBA - PR, 81935-378, BRASIL","RUA REGINALDO ANTONIO WACHESKI,
189 - SÍTIO CERCADO, CURITIBA -
PR, 81935-379, BRASIL",2020
"11/12/202
0",17:29,603,11,GE723,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA SETE DE SETEMBRO,
CENTRO, CURITIBA","R. ALFERES POLI, 372 - CENTRO,
CURITIBA - PR, 80220-050, BRASIL","RUA 24 DE MAIO, 379 - CENTRO,
CURITIBA - PR, 82860-140, BRASIL",2020
"26/12/202
0",15:10,203,7,HE720,ATROPELAMENTO,CICLISTA,0,0,"AVENIDA REPÚBLICA ARGENTINA,
NOVO MUNDO, CURITIBA","RUA BERNARDO JACINTHO DA VEIGA,
30 - NOVO MUNDO, CURITIBA - PR,
81050-100, BRASIL","R. CEL. HERCULANO DE ARAÚJO, 40
- NOVO MUNDO, CURITIBA - PR,
81050-090, BRASIL",2020
"07/01/202
1",07:24,629,2,KA605,ATROPELAMENTO,CICLISTA,1,0,"RUA BORTOLO GUSSO, CAPÃO RASO,
CURITIBA","R. JOSÉ DORIGO, 233 - CAPÃO
RASO, CURITIBA - PR, 81110-140,
BRASIL","AV. BRASÍLIA, 5783 - NOVO MUNDO,
CURITIBA - PR, 81020-010, BRASIL",2021
"22/01/202
1",06:42,323,5,DA022,ATROPELAMENTO,CICLISTA,1,0,"RUA DOS FERROVIÁRIOS, CAJURU,
CURITIBA","RUA ROBERTO BRANDINI, 15 -
CAJURU, CURITIBA - PR,
82990-280, BRASIL","R. BRASILIO, 1593 - CAJURU,
CURITIBA - PR, 82920-100, BRASIL",2021
"06/02/202
1",15:16,203,7,HE718,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA REPÚBLICA ARGENTINA,
PORTÃO, CURITIBA","AV. PRES. KENNEDY, 4191 -
PORTÃO, CURITIBA - PR,
80610-905, BRASIL","R. LEVINO SCHIER, 109 - PORTÃO,
CURITIBA - PR, 80610-254, BRASIL",2021
"15/02/202
1",20:58,X20,7,HE728,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA REPÚBLICA ARGENTINA,
PORTÃO, CURITIBA","AV. PRES. KENNEDY, 4191 -
PORTÃO, CURITIBA - PR,
80610-905, BRASIL","AV. PRESIDENTE WENCESLAU BRAZ,
4017 - PAROLIN, CURITIBA - PR,
81010-001, BRASIL",2021
"17/03/202
1",06:45,550,11,GD348,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, PAROLIN, CURITIBA","AV. LINHA VERDE, 12124-12148 -
FANNY, CURITIBA - PR, 81610-020,
BRASIL","AV. DA REPÚBLICA, 4050 -
PAROLIN, CURITIBA - PR,
80220-430, BRASIL",2021
"18/03/202
1",13:41,500,11,GE716,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, BOQUEIRÃO, CURITIBA","R. HIPÓLITO DA COSTA, 944 -
BOQUEIRÃO, CURITIBA - PR,
81650-280, BRASIL","R. CLETO DA SILVA, 883 -
BOQUEIRÃO, CURITIBA - PR,
81650-290, BRASIL",2021
"07/04/202
1",07:36,684,7,HI609,ATROPELAMENTO,CICLISTA,1,0,"RUA DIRCE ROGAL TOMAZELI, CAMPO
DE SANTANA , CURITIBA","R. MARCOS BERTOLDI, 21 - CAMPO
DE SANTANA, CURITIBA - PR,
81490-530, BRASIL","RUA ADOLPHO BERTHOLDI, 128 -
CAMPO DE SANTANA, CURITIBA - PR,
81490-470, BRASIL",2021
"20/04/202
1",16:59,602,7,HE614,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA WINSTON CHURCHILL, CAPÃO
RASO, CURITIBA","RUA VALENTIN DEDA, 105 - CAPÃO
RASO, CURITIBA - PR, 81312-160,
BRASIL","R. OURO VERDE, 74 - CAPÃO RASO,
CURITIBA - PR, 81130-130, BRASIL",2021
"26/04/202
1",07:15,505,6,EL317,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, BOQUEIRÃO, CURITIBA","R. PASTOR CARLOS FRANK, 1527 -
BOQUEIRÃO, CURITIBA - PR,
81730-340, BRASIL","R. DR. BLEY ZORNIG, 1854 - SALA
4 - 1°ANDAR - AV. MAL. FLORIANO
PEIXOTO - BOQUEIRÃO, CURITIBA -
PR, 81730-350, BRASIL",2021
"20/05/202
1",12:11,550,7,HE727,ATROPELAMENTO,CICLISTA,2,0,"AVENIDA SETE DE SETEMBRO,
CENTRO, CURITIBA","R. LOURENÇO PINTO, 500 - CENTRO,
CURITIBA - PR, 80010-160, BRASIL","AV. MAL. FLORIANO PEIXOTO, 1000
- CENTRO, CURITIBA - PR,
80230-110, BRASIL",2021
"02/06/202
1",13:33,684,7,HI604,ATROPELAMENTO,CICLISTA,1,0,"RUA ADOLPHO BERTOLDI, CAMPO DE
SANTANA, CURITIBA","R. EMÍLIO TELES DE LIMA, 189 -
CAMPO DE SANTANA, CURITIBA - PR,
81490-504, BRASIL","RUA EWERTON LEINIG SAPORSKI, 189
- CAMPO DE SANTANA, CURITIBA -
PR, 81490-506, BRASIL",2021
"06/06/202
1",00:40,040,11,GB611,ATROPELAMENTO,CICLISTA,1,0,"RUA JOÃO DEMBINSKI, CIDADE
INDUSTRIAL DE CURITIBA, CURITIBA","R. RIO DO SUL, 27 - CIDADE
INDUSTRIAL DE CURITIBA, CURITIBA
- PR, 81220-300, BRASIL","R. GARUVA, 1 - CIDADE INDUSTRIAL
DE CURITIBA, CURITIBA - PR,
81240-200, BRASIL",2021
"10/06/202
1",10:13,550,11,GE710,ATROPELAMENTO,CICLISTA,1,0,"LINHA VERDE - BR 476 - XAXIM,
CURITIBA","RUA OMAR RAYMUNDO PICHETH, 7 -
XAXIM, CURITIBA - PR, 81810-150,
BRASIL","R. BARÃO DE SANTO ÂNGELO, 20 -
XAXIM, CURITIBA - PR, 81810-140,
BRASIL",2021
"11/06/202
1",17:53,523,6,EI008,ATROPELAMENTO,CICLISTA,1,0,"RUA JOSÉ HAUER, BOQUEIRÃO,
CURITIBA","RUA O BRASIL PARA CRISTO, 2228 -
BOQUEIRÃO, CURITIBA - PR,
81730-070, BRASIL","R. CARLOS ESSENFELDER, 3000 -
BOQUEIRÃO, CURITIBA - PR,
81730-060, BRASIL",2021
"09/07/202
1",15:18,706,8,JB607,ATROPELAMENTO,CICLISTA,1,0,"RUA ALFERES POLI, REBOUÇAS,
CURITIBA","AV. PRES. GETÚLIO VARGAS, 1021 -
REBOUÇAS, CURITIBA - PR,
80230-030, BRASIL","AV. IGUAÇU, 887 - REBOUÇAS,
CURITIBA - PR, 80230-020, BRASIL",2021
"12/07/202
1",07:35,602,7,HE610,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, BOQUEIRÃO, CURITIBA","R. JOAQUIM DE FREITAS, 849 -
BOQUEIRÃO, CURITIBA - PR,
81730-310, BRASIL","R. PASTOR ANTÔNIO POLITO, 10901
- BOQUEIRÃO, CURITIBA - PR,
81770-260, BRASIL",2021
"12/07/202
1",05:35,716,8,JI859,ATROPELAMENTO,CICLISTA,1,0,"RUA LUDOVICO KAMINSKI, CIDADE
INDUSTRIAL DE CURITIBA, CURITIBA","R. CLAUDIO FELDENS, 62 - CIDADE
INDUSTRIAL DE CURITIBA, CURITIBA
- PR, 81260-414, BRASIL","R. PEDRO ALEIXO, 475 - CIDADE
INDUSTRIAL DE CURITIBA, CURITIBA
- PR, 81260-090, BRASIL",2021
"04/08/202
1",14:54,500,11,GE733,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, HAUER, CURITIBA","R. ARTUR HAUER, 280 - HAUER,
CURITIBA - PR, 81610-190, BRASIL","ROD. RÉGIS BITTENCOURT, 2429 -
CAPÃO RASO, CURITIBA - PR,
82710-250, BRASIL",2021
"07/08/202
1",13:02,548,11,GI046,ATROPELAMENTO,CICLISTA,1,0,"RUA DOM GERALDO MICHELLETO
PELLANDA, SÍTIO CERCADO,
CURITIBA","R. MANOEL NÓBREGA, 02 - SÍTIO
CERCADO, CURITIBA - PR,
81935-310, BRASIL","RUA NOSSA SENHORA DE CARAVAGGIO,
195 - SÍTIO CERCADO, CURITIBA -
PR, 81935-307, BRASIL",2021
"17/08/202
1",17:17,602,11,GE604,ATROPELAMENTO,CICLISTA,3,0,"RUA RICARDO GASPARIAN MACHADO,
PINHEIRINHO, CURITIBA","R. ROSA TORTATO, 471 -
PINHEIRINHO, CURITIBA - PR,
81870-090, BRASIL","R. JOSÉ FERREIRA DA ROCHA, 317 -
PINHEIRINHO, CURITIBA - PR,
81870-080, BRASIL",2021
"01/09/202
1",07:15,303,5,DE700,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA PRESIDENTE AFFONSO
CAMARGO, CAPÃO DA IMBUIA,
CURITIBA","R. MARIANO TORRES, 1850 -
CENTRO, CURITIBA - PR,
80060-120, BRASIL","AV. SETE DE SETEMBRO, 2331 -
REBOUÇAS, CURITIBA - PR,
82860-140, BRASIL",2021
"02/09/202
1",16:50,303,5,DE712,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA PRESIDENTE AFFONSO
CAMARGO, CAPÃO DA IMBUIA,
CURITIBA","R. NOSSA SRA. DE FÁTIMA, 15 -
CAPÃO DA IMBUIA, CURITIBA - PR,
82800-300, BRASIL","R. ALBERTO SLUD, 42 - CAPÃO DA
IMBUIA, CURITIBA - PR,
82800-320, BRASIL",2021
"20/09/202
1",19:44,860,9,LC027,ATROPELAMENTO,CICLISTA,1,0,"RUA TEIXEIRA SOARES, SEMINÁRIO,
CURITIBA","AV. N. SRA. APARECIDA, 53 -
SEMINÁRIO, CURITIBA - PR,
80440-000, BRASIL","AV. SETE DE SETEMBRO, 6391 -
SEMINÁRIO, CURITIBA - PR,
80240-001, BRASIL",2021
"23/09/202
1",07:12,603,7,HE704,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA REPÚBLICA ARGENTINA,
ÁGUA VERDE, CURITIBA","AV. IGUAÇU, 2860 - ÁGUA VERDE,
CURITIBA - PR, 80240-031, BRASIL","AV. SILVA JARDIM, 2903 - ÁGUA
VERDE, CURITIBA - PR, 80240-020,
BRASIL",2021
"24/09/202
1",07:55,303,5,DE716,ATROPELAMENTO,CICLISTA,3,0,"AVENIDA SETE DE SETEMBRO,
CENTRO, CURITIBA","R. LOURENÇO PINTO, 500 - CENTRO,
CURITIBA - PR, 80010-160, BRASIL","R. BARÃO DO RIO BRANCO, 4240 -
CENTRO, CURITIBA - PR,
82860-140, BRASIL",2021
"28/09/202
1",07:33,304,5,DL040,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA PRESIDENTE AFFONSO
CAMARGO, CAPÃO DA IMBUIA,
CURITIBA","R. BENEDITO GUIL, 2 - CAPÃO DA
IMBUIA, CURITIBA - PR,
82800-270, BRASIL","RUA JORGE BATISTA CROCETTI, 35 -
CAPÃO DA IMBUIA, CURITIBA - PR,
82800-280, BRASIL",2021
"20/10/202
1",12:47,505,6,EL324,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, BOQUEIRÃO, CURITIBA","R. SALVADOR FERRANTE, 1220 -
BOQUEIRÃO, CURITIBA - PR,
81650-230, BRASIL","RUA CORONEL LUIZ JOSÉ DOS
SANTOS, 1151 - BOQUEIRÃO,
CURITIBA - PR, 81650-240, BRASIL",2021
"05/11/202
1",11:38,022,3,BL610,ATROPELAMENTO,CICLISTA,1,0,"RUA DELEGADO LEOPOLDO BELCZAK,
CAPÃO DA IMBUIA, CURITIBA","RUA RONALD JOSÉ CARBONI, 258 -
CAPÃO DA IMBUIA, CURITIBA - PR,
82810-120, BRASIL","R. PROF. NIVALDO BRAGA, 1086 -
CAPÃO DA IMBUIA, CURITIBA - PR,
82810-150, BRASIL",2021
"26/11/202
1",19:25,502,2,KE707,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA REPÚBLICA ARGENTINA,
NOVO MUNDO, CURITIBA","R. PEDRO BONAT, 52 - NOVO MUNDO,
CURITIBA - PR, 81110-040, BRASIL","R. PEDRO AMÉRICO, 688 - NOVO
MUNDO, CURITIBA - PR, 81110-010,
BRASIL",2021
"26/11/202
1",14:30,706,8,JC300,ATROPELAMENTO,CICLISTA,1,0,"PRAÇA RUI BARBOSA, CENTRO,
CURITIBA","PRAÇA RUI BARBOSA - CENTRO,
CURITIBA - PR, 82860-140, BRASIL","R. DES. WESTPHALEN, 285 -
CENTRO, CURITIBA - PR,
80010-110, BRASIL",2021
