DATA,HORA,LINHA,EMPRESA,PREFIXO,TIPO DE ACIDENTE,SUB TIPO DE ACIDENTE,FERIDOS,MORTOS,LOCAL,LOCAL AUXILIAR 1,LOCAL AUXILIAR 2,Ano
"01/12/202
1",17:14,684,7,HI606,ATROPELAMENTO,CICLISTA,1,0,"RUA JOANA RONCAGLIO BERTOLDI,
CAMPO DE SANTANA, CURITIBA","TV. JOSÉ OCHILISKI, 36 - CAMPO
DE SANTANA, CURITIBA - PR,
81490-352, BRASIL","R. ALDA BASSETE BERTHOLDI, 1368
- CAMPO DE SANTANA, CURITIBA -
PR, 81490-344, BRASIL",2021
"03/12/202
1",07:58,515,6,EI010,ATROPELAMENTO,CICLISTA,1,0,"RUA WILLIAM BOOTH, BOQUEIRÃO,
CURITIBA","R. MAESTRO CARLOS FRANK, 179 -
BOQUEIRÃO, CURITIBA - PR,
81730-320, BRASIL","R. PASTOR CARLOS FRANK, 559 -
BOQUEIRÃO, CURITIBA - PR,
81730-340, BRASIL",2021
"06/12/202
1",17:45,638,11,GI021,ATROPELAMENTO,CICLISTA,1,0,"RUA NOVA AURORA, SÍTIO CERCADO,
CURITIBA","R. PÉROLA DO OESTE, 234 - SÍTIO
CERCADO, CURITIBA - PR,
81925-417, BRASIL","R. PINHALÃO, 253 - SÍTIO
CERCADO, CURITIBA - PR,
81925-416, BRASIL",2021
"21/12/202
1",14:53,650,7,HI601,ATROPELAMENTO,CICLISTA,1,0,"MARGINAL LINHA VERDE - RODOVIA
BR 476, CIDADE INDUSTRIAL DE
CURITIBA, CURITIBA","R. PEDRO MAGALHÃES DE OLIVEIRA,
224 - PINHEIRINHO, CURITIBA -
PR, 81880-050, BRASIL","R. JOÃO CHEDE, 6842 - CIDADE
INDUSTRIAL, CURITIBA - PR,
81170-220, BRASIL",2021
"24/01/202
2",09:36,603,11,GE703,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA REPÚBLICA ARGENTINA,
PORTÃO, CURITIBA","R. MORRETES, 6 - PORTÃO,
CURITIBA - PR, 80610-150, BRASIL","R. JOÃO GEARA, 14 - PORTÃO,
CURITIBA - PR, 80610-330, BRASIL",2022
"25/02/202
2",16:10,X39,4,CB697,ATROPELAMENTO,CICLISTA,0,0,"RUA ALBERICO FLORES BUENO,
ATUBA, CURITIBA","R. RIO GUAPORÉ, 646 - BAIRRO
ALTO, CURITIBA - PR, 82840-320,
BRASIL","R. RIO JAGUARIBE, 586 - BAIRRO
ALTO, CURITIBA - PR, 82840-330,
BRASIL",2022
"02/03/202
2",18:55,302,5,DE707,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA PRESIDENTE AFFONSO
CAMARGO, CAPÃO DA IMBUIA,
CURITIBA","R. SÉTIMO SIMIONATO, 16 - CAPÃO
DA IMBUIA, CURITIBA - PR,
82800-310, BRASIL","R. NOSSA SRA. DE FÁTIMA, 21 -
CAPÃO DA IMBUIA, CURITIBA - PR,
82800-300, BRASIL",2022
"09/03/202
2",12:19,502,11,GR035,ATROPELAMENTO,CICLISTA,3,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, BOQUEIRÃO, CURITIBA","RUA MAESTRO CARLOS FRANK, 1352 -
ALTO BOQUEIRÃO, CURITIBA - PR,
81730, BRASIL","RUA PADRE ESTANISLAU
TRZEBIATOWSKI, 34 - BOQUEIRÃO,
CURITIBA - PR, 81750-390, BRASIL",2022
"10/03/202
2",15:00,303,5,DE703,ATROPELAMENTO,CICLISTA,1,0,"RUA PROFESSOR FERNANDO MOREIRA,
CENTRO, CURITIBA","ALAMEDA PRUDENTE DE MORAES, 809
- CENTRO, CURITIBA - PR,
80430-234, BRASIL","R. BRG. FRANCO, 797 - ÁGUA
VERDE, CURITIBA - PR, 80430-210,
BRASIL",2022
"17/03/202
2",20:31,603,7,HE722,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA REPÚBLICA ARGENTINA,
PORTÃO, CURITIBA","R. CARLOS DIETZSCH, 25 - PORTÃO,
CURITIBA - PR, 80330-000, BRASIL","RUA LUIZ PARIGOT DE SOUZA, 3 -
PORTÃO, CURITIBA - PR,
81070-050, BRASIL",2022
"26/04/202
2",18:31,550,11,GE715,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA SETE DE SETEMBRO,
CENTRO, CURITIBA","R. LOURENÇO PINTO, 500 - CENTRO,
CURITIBA - PR, 80010-160, BRASIL","AV. MAL. FLORIANO PEIXOTO, 1000
- CENTRO, CURITIBA - PR,
80230-110, BRASIL",2022
"27/04/202
2",12:02,552,11,GC010,ATROPELAMENTO,CICLISTA,1,0,"RUA TIJUCAS DO SUL, SÍTIO
CERCADO, CURITIBA","R. DES CARLOS P GUIMARAES, 233 -
SÍTIO CERCADO, CURITIBA - PR,
81925-450, BRASIL","R. MIN. FLÁVIO SUPLICY DE
LACERDA, 273 - SÍTIO CERCADO,
CURITIBA - PR, 81925-470, BRASIL",2022
"19/05/202
2",18:10,706,8,JC302,ATROPELAMENTO,CICLISTA,2,0,"AVENIDA PRESIDENTE ARTHUR DA
SILVA BERNARDES, SANTA QUITÉRIA,
CURITIBA","RUA REINALDO PAZELLO, 2 - SANTA
QUITERIA, CURITIBA - PR,
80310-110, BRASIL","R. PROF. ULISSES VIEIRA, 1241 -
SANTA QUITERIA, CURITIBA - PR,
80310-120, BRASIL",2022
"25/05/202
2",07:24,625,11,GI036,ATROPELAMENTO,CICLISTA,1,0,"RUA CID MARCONDES DE
ALBUQUERQUE, PINHEIRINHO,
CURITIBA","R. JOSÉ OSÍRES BAGLIOLI, 1365 -
PINHEIRINHO, CURITIBA - PR,
81820-090, BRASIL","R. QUATORZE BIS, 91 -
PINHEIRINHO, CURITIBA - PR,
81820-170, BRASIL",2022
"14/06/202
2",13:36,550,7,HE719,ATROPELAMENTO,CICLISTA,1,0,"RUA SANDER ROBERTO DA CUNHA,
CAPÃO RASO, CURITIBA","R. ANDRÉ FERREIRA BARBOSA, 1091
- CAPÃO RASO, CURITIBA - PR,
81130-210, BRASIL","RODOVIA BR476, 18288 -
PINHEIRINHO, CURITIBA - PR,
81020-490, BRASIL",2022
"22/06/202
2",21:50,303,5,DE713,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA SETE DE SETEMBRO,
CENTRO, CURITIBA","TV. DA LAPA, 11 - CENTRO,
CURITIBA - PR, 80010-190, BRASIL","R. BARÃO DO RIO BRANCO, 4240 -
CENTRO, CURITIBA - PR,
82860-140, BRASIL",2022
"04/07/202
2",18:50,380,4,CC194,ATROPELAMENTO,CICLISTA,1,0,"PRAÇA DAS NAÇÕES, ALTO DA RUA
XV, CURITIBA","AV. SETE DE SETEMBRO, 49 -
CRISTO REI, CURITIBA - PR,
80050-315, BRASIL","RUA RAPHAEL PAPA, 10 - JARDIM
SOCIAL, CURITIBA - PR,
82590-100, BRASIL",2022
"26/07/202
2",18:32,X20,7,HE602,ATROPELAMENTO,CICLISTA,4,0,"RUA JOÃO LAERTES BOCHNIA,
PINHEIRINHO, CURITIBA","RUA JOSÉ EGIDIO MARTINS, 50 -
PINHEIRINHO, CURITIBA - PR,
81870-352, BRASIL","R. IZAAC FERREIRA DA CRUZ, 530 -
PINHEIRINHO, CURITIBA - PR,
81870-000, BRASIL",2022
"30/07/202
2",11:08,548,11,GI040,ATROPELAMENTO,CICLISTA,1,0,"RUA MAESTRO JOÃO KOZAK,
GANCHINHO, CURITIBA","AC. 04, OC-099 - GANCHINHO,
CURITIBA - PR, 81935-395, BRASIL","RUA ANTONIO JOSÉ BONATO, 1193 -
GANCHINHO, CURITIBA - PR,
81935-399, BRASIL",2022
"02/08/202
2",17:37,545,2,KA696,ATROPELAMENTO,CICLISTA,1,0,"RUA JOÃO ALVES, CIDADE
INDUSTRIAL DE CURITIBA, CURITIBA","RUA PROFESSOR ALGACYR MUNHOZ
MADER, 3360 - CIDADE INDUSTRIAL
DE CURITIBA, CURITIBA - PR,
81020-490, BRASIL","RUA XIQUINHO ZIMERMANN, 203 -
CIDADE INDUSTRIAL DE CURITIBA,
CURITIBA - PR, 81350-310, BRASIL",2022
"11/08/202
2",21:14,507,6,EL322,ATROPELAMENTO,CICLISTA,0,1,"AVENIDA MARECHAL FLORIANO
PEIXOTO, HAUER, CURITIBA","R. MAJ. FABRICIANO DO RÊGO
BARROS, 645 - HAUER, CURITIBA -
PR, 81630-260, BRASIL","R. ROBERTO HAUER, 499 - HAUER,
CURITIBA - PR, 81610-180, BRASIL",2022
"17/08/202
2",12:20,655,7,HI008,ATROPELAMENTO,CICLISTA,0,0,"RUA ERNESTO GERMANO FRANCISCO
HANNEMANN,TATUQUARA,CURITIBA","R. PROF. EUGÊNIO GUDIN, 204 -
TATUQUARA, CURITIBA - PR,
81480-229, BRASIL","R. JOVENILSON AMÉRICO DE
OLIVEIRA, 285 - TATUQUARA,
CURITIBA - PR, 81480-230, BRASIL",2022
"19/08/202
2",20:08,502,7,HE604,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, HAUER, CURITIBA","R. DR. JÚLIO CÉSAR RIBEIRO DE
SOUZA, 782 - HAUER, CURITIBA -
PR, 81630-200, BRASIL","RUA ALCINO GUANABARA, 804 -
HAUER, CURITIBA - PR, 81630-190,
BRASIL",2022
"30/08/202
2",13:33,505,6,EL329,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, HAUER, CURITIBA","RUA PROFESSOR JOSÉ MAURÍCIO
HIGGINS, 1068 - BOQUEIRÃO,
CURITIBA - PR, 81650-250, BRASIL","RUA CORONEL LUIZ JOSÉ DOS
SANTOS, 1251 - BOQUEIRÃO,
CURITIBA - PR, 81670-400, BRASIL",2022
"01/09/202
2",18:07,304,5,DL313,ATROPELAMENTO,CICLISTA,2,0,"AVENIDA PRESIDENTE AFFONSO
CAMARGO, CRISTO REI, CURITIBA","R. SCHILLER, 16 - CRISTO REI,
CURITIBA - PR, 80050-260, BRASIL","R. PADRE GERMANO MAYER, 33 -
CRISTO REI, CURITIBA - PR,
80050-270, BRASIL",2022
"26/09/202
2",17:30,550,11,GE703,ATROPELAMENTO,CICLISTA,2,0,"LINHA VERDE, FANNY, CURITIBA","R. ROBERTO FARIA, 21 - FANNY,
CURITIBA - PR, 81030-150, BRASIL","R. PROF. JOÃO SOARES BARCELOS,
63 - HAUER, CURITIBA - PR,
81630-060, BRASIL",2022
"16/10/202
2",17:53,603,7,HE724,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA SETE DE SETEMBRO, BATEL,
CURITIBA","R. CEL. DULCÍDIO, 4363 - ÁGUA
VERDE, CURITIBA - PR, 80250-210,
BRASIL","R. PASTEUR, 364 - BATEL,
CURITIBA - PR, 80250-104, BRASIL",2022
"28/10/202
2",07:18,506,6,EL316,ATROPELAMENTO,CICLISTA,1,0,"RUA DOUTOR LEVY BUQUERA, SÍTIO
CERCADO, CURITIBA","R. DOS PIONEIROS, 2311 - SÍTIO
CERCADO, CURITIBA - PR,
81910-190, BRASIL","R. JOSÉ ALCEU SABATKE, 50 -
SÍTIO CERCADO, CURITIBA - PR,
81910-730, BRASIL",2022
"30/10/202
2",18:16,603,7,HE725,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA REPÚBLICA ARGENTINA,
PORTÃO, CURITIBA","R. JOÃO BETTEGA, 30 - PORTÃO,
CURITIBA - PR, 81070-000, BRASIL","RUA LUIZ PARIGOT DE SOUZA, 10 -
PORTÃO, CURITIBA - PR,
81070-050, BRASIL",2022
"08/11/202
2",19:36,508,11,GL310,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, BOQUEIRÃO, CURITIBA","RUA DESEMBARGADOR ANTONIO DE
PAULA, 1609 - BOQUEIRÃO,
CURITIBA - PR, 81730-380, BRASIL","RUA PROFESSORA JOANITA BERNETT
PASSOS, 2011 - BOQUEIRÃO,
CURITIBA - PR, 81730-390, BRASIL",2022
"30/12/202
2",14:31,550,11,GE714,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, PAROLIN, CURITIBA","R. DAVID DE SOUZA CAMARGO, 3960
- PRADO VELHO, CURITIBA - PR,
80220-470, BRASIL","LINHA VERDE, 12174 - FANNY,
CURITIBA - PR, 81610-020, BRASIL",2022
"23/01/202
3",09:41,508,11,GL329,ATROPELAMENTO,CICLISTA,1,0,"RUA JOÃO LAERTES BOCHNIA,
PINHEIRINHO, CURITIBA","RUA JOSÉ EGIDIO MARTINS, 50 -
PINHEIRINHO, CURITIBA - PR,
81870-352, BRASIL","R. IZAAC FERREIRA DA CRUZ, 530 -
PINHEIRINHO, CURITIBA - PR,
81870-000, BRASIL",2023
"23/01/202
3",18:21,531,6,EA023,ATROPELAMENTO,CICLISTA,1,0,"RUA MAESTRO CARLOS FRANK,
BOQUEIRÃO, CURITIBA","R. PEDRO RAMOS DE OLIVEIRA, 33 -
ALTO BOQUEIRÃO, CURITIBA - PR,
81750-410, BRASIL","R. PAULO SETÚBAL, 5320 -
BOQUEIRÃO, CURITIBA - PR,
81750-190, BRASIL",2023
"17/02/202
3",19:52,633,11,GC018,ATROPELAMENTO,CICLISTA,0,0,"RUA PROFESSOR JÚLIO TEODORICO
GUIMARÃES, PINHEIRINHO, CURITIBA","R. FRANCISCO CLAUDINO FERREIRA,
819 - PINHEIRINHO, CURITIBA -
PR, 81825-260, BRASIL","R. FRANCISCO BARBOSA, 410 -
PINHEIRINHO, CURITIBA - PR,
81825-230, BRASIL",2023
"26/02/202
3",11:30,684,7,HI043,ATROPELAMENTO,CICLISTA,1,0,"RUA ENETTE DUBARD, TATUQUARA,
CURITIBA","R. NELSON ANTONIO ZAMPROGNA, 506
- TATUQUARA, CURITIBA - PR,
81470-420, BRASIL","R. JORN. EMÍLIO ZOLÁ FLORENZANO,
174 - TATUQUARA, CURITIBA - PR,
81470-300, BRASIL",2023
"05/03/202
3",20:27,603,7,HE724,ATROPELAMENTO,CICLISTA,0,1,"AVENIDA SETE DE SETEMBRO, BATEL,
CURITIBA","R. ALFERES ÂNGELO SAMPAIO, 1108
- ÁGUA VERDE, CURITIBA - PR,
80420-160, BRASIL","R. BENTO VIANA, 1040 - ÁGUA
VERDE, CURITIBA - PR, 80240-110,
BRASIL",2023
"06/03/202
3",19:09,550,7,HE704,ATROPELAMENTO,CICLISTA,1,0,"BR 476 - LINHA VERDE, XAXIM,
CURITIBA","RUA HELLEN KELLER, 6 - CAPÃO
RASO, CURITIBA - PR, 81020-590,
BRASIL","R. FREI HENRIQUE DE COIMBRA,
4261 - XAXIM, CURITIBA - PR,
81630-220, BRASIL",2023
"13/03/202
3",18:51,203,7,HE717,ATROPELAMENTO,CICLISTA,1,0,"TRAVESSA DA LAPA, CENTRO,
CURITIBA","AV. VISC. DE GUARAPUAVA, 13 -
CENTRO, CURITIBA - PR,
80045-345, BRASIL","AV. SETE DE SETEMBRO, 2686 -
CRISTO REI, CURITIBA - PR,
80230-085, BRASIL",2023
"28/03/202
3",17:10,303,8,JE709,ATROPELAMENTO,CICLISTA,3,0,"RUA DEPUTADO HEITOR ALENCAR
FURTADO, MOSSUNGUÊ, CURITIBA","R. FRANCISCO JUGLAIR, 528 -
MOSSUNGUÊ, CURITIBA - PR,
81200-230, BRASIL","RUA GRÃ NICCO, 240 - MOSSUNGUÊ,
CURITIBA - PR, 81200-200, BRASIL",2023
"06/04/202
3",20:30,60,7,HB601,ATROPELAMENTO,CICLISTA,1,0,"RUA EDUARDO SPRADA, CIDADE
INDUSTRIAL DE CURITIBA, CURITIBA","R. ROBERT REDZIMSKI, 41 - CIDADE
INDUSTRIAL DE CURITIBA, CURITIBA
- PR, 81270-102, BRASIL","R. DEP. HEITOR ALENCAR FURTADO,
4002 - CIDADE INDUSTRIAL DE
CURITIBA, CURITIBA - PR,
81280-340, BRASIL",2023
"12/04/202
3",05:55,603,7,HE728,ATROPELAMENTO,CICLISTA,0,0,"AVENIDA SETE DE SETEMBRO,
CENTRO, CURITIBA","R. ALFERES POLI, 372 - CENTRO,
CURITIBA - PR, 80220-050, BRASIL","RUA 24 DE MAIO, 379 - CENTRO,
CURITIBA - PR, 80220-060, BRASIL",2023
"18/04/202
3",18:07,603,7,HE700,ATROPELAMENTO,CICLISTA,0,0,"AVENIDA REPÚBLICA ARGENTINA,
ÁGUA VERDE, CURITIBA","R. PALMEIRAS, 18 - ÁGUA VERDE,
CURITIBA - PR, 80620-110, BRASIL","R. MURILO DO AMARAL FERREIRA,
1595 - ÁGUA VERDE, CURITIBA -
PR, 80620-120, BRASIL",2023
"18/04/202
3",19:01,505,6,EL330,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, BOQUEIRÃO, CURITIBA","R. ANTÔNIO SCHIEBEL, 1340 -
BOQUEIRÃO, CURITIBA - PR,
81670-380, BRASIL","R. SALVADOR FERRANTE, 1299 -
BOQUEIRÃO, CURITIBA - PR,
81670-390, BRASIL",2023
"19/04/202
3",16:32,338,5,DC297,ATROPELAMENTO,CICLISTA,1,0,"RUA DEPUTADO TENÓRIO CAVALCANTI,
UBERABA, CURITIBA","R. SD. VICENTE PEREIRA MIRANDA,
2 - UBERABA, CURITIBA - PR,
81590-070, BRASIL","R. ATÍLIO PIOTO, 2 - UBERABA,
CURITIBA - PR, 81590-060, BRASIL",2023
"07/05/202
3",19:40,203,3,BE727,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA SETE DE SETEMBRO,
CENTRO, CURITIBA","TV. DA LAPA, 11 - CENTRO,
CURITIBA - PR, 80010-190, BRASIL","R. BARÃO DO RIO BRANCO, 979 -
CENTRO, CURITIBA - PR,
80010-180, BRASIL",2023
"12/05/202
3",07:09,302,5,DE696,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA PRESIDENTE AFFONSO
CAMARGO, BAIRRO JARDIM BOTÂNICO,
CURITIBA","R. ZEILA MOURA DOS SANTOS, 101 -
CRISTO REI, CURITIBA - PR,
80050-605, BRASIL","R. SCHILLER, 1 - CRISTO REI,
CURITIBA - PR, 80210-010, BRASIL",2023
"22/05/202
3",08:23,528,6,EA602,ATROPELAMENTO,CICLISTA,1,0,"RUA TIJUCAS DO SUL, SÍTIO
CERCADO, CURITIBA","RUA MARIA NICOLAS, 54 - SÍTIO
CERCADO, CURITIBA - PR,
81925-380, BRASIL","R. JUSSARA, 2460 - SÍTIO
CERCADO, CURITIBA - PR,
81925-410, BRASIL",2023
"24/05/202
3",17:06,303,5,DE713,ATROPELAMENTO,CICLISTA,1,0,"RUA VISCONDE DE NÁCAR, CENTRO,
CURITIBA","RUA EMILIANO PERNETA, 358 -
CENTRO, CURITIBA - PR,
80010-050, BRASIL","PRAÇA RUI BARBOSA - CENTRO,
CURITIBA - PR, 82860-140, BRASIL",2023
"25/05/202
3",07:31,512,6,EA020,ATROPELAMENTO,CICLISTA,1,0,"RUA CORONEL LUIZ JOSÉ DOS
SANTOS, XAXIM, CURITIBA","RUA PARANACITY, 134 - XAXIM,
CURITIBA - PR, 81830-160, BRASIL","RUA SANTO BOZZI, 185 - XAXIM,
CURITIBA - PR, 81830-120, BRASIL",2023
"30/05/202
3",07:33,550,7,HE711,ATROPELAMENTO,CICLISTA,0,0,"AVENIDA SETE DE SETEMBRO,
CENTRO, CURITIBA","R. LOURENÇO PINTO, 500 - CENTRO,
CURITIBA - PR, 80010-160, BRASIL","AV. MAL. FLORIANO PEIXOTO, 1000
- CENTRO, CURITIBA - PR,
80220-000, BRASIL",2023
"03/06/202
3",12:43,602,7,HE728,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, HAUER, CURITIBA","RUA CORONEL LUIZ JOSÉ DOS
SANTOS, 1151 - BOQUEIRÃO,
CURITIBA - PR, 81650-240, BRASIL","R. SALVADOR FERRANTE, 1220 -
BOQUEIRÃO, CURITIBA - PR,
81650-230, BRASIL",2023
"02/07/202
3",21:00,168,3,BI901,ATROPELAMENTO,CICLISTA,1,0,"TRAVESSA NESTOR DE CASTRO,
CENTRO HISTÓRICO, CENTRO,
CURITIBA","R. DO ROSÁRIO, 9 - CENTRO,
CURITIBA - PR, 80020-110, BRASIL","R. BARÃO DO SERRO AZUL, 135 -
CENTRO, CURITIBA - PR,
80020-180, BRASIL",2023
"02/07/202
3",22:14,502,11,GE605,ATROPELAMENTO,CICLISTA,1,0,"LINHA VERDE, FANNY, CURITIBA","RUA ESCRITORA LOURDES STROZZI -
PAROLIN, CURITIBA - PR,
82710-250, BRASIL","AV. PRESIDENTE WENCESLAU BRAZ, 2
- LINDOIA, CURITIBA - PR,
81030-030, BRASIL",2023
"31/07/202
3",19:38,23,3,BL329,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA REPÚBLICA ARGENTINA,
NOVO MUNDO, CURITIBA","R. PEDRO ZAGONEL, 1 - NOVO
MUNDO, CURITIBA - PR, 81050-110,
BRASIL","R. BERNARDO JACINTHO DA VEIGA,
28 - NOVO MUNDO, CURITIBA - PR,
81050-100, BRASIL",2023
"05/09/202
3",18:36,629,2,KI601,ATROPELAMENTO,CICLISTA,1,0,"4238, RUA FRANCISCO DEROSSO,
XAXIM","RUA JORGE BREY, 4321 - XAXIM,
CURITIBA - PR, 81720-230, BRASIL","R. VER. YRLAN CAVET, 10 - ALTO
BOQUEIRÃO, CURITIBA - PR,
81720-340, BRASIL",2023
"15/09/202
3",20:05,302,5,DE694,ATROPELAMENTO,CICLISTA,1,0,"RUA ENGENHEIRO COSTA BARROS,
CAJURU, CURITIBA","R. FONTE DA VIDA, 27 - CAJURU,
CURITIBA - PR, 82930-320, BRASIL","RUA SEBASTIÃO MARCOS LUIZ, 700 -
CAJURU, CURITIBA - PR,
82930-060, BRASIL",2023
"16/09/202
3",14:46,166,3,BC012,ATROPELAMENTO,CICLISTA,0,0,"RUA SÃO FRANCISCO XAVIER,
PILARZINHO, CURITIBA","RUA MIGUEL SPODARYK, PILARZINHO,
CURITIBA","R. MARCÍLIA VAZ CARNEIRO, 163 -
PILARZINHO, CURITIBA - PR,
82100-720, BRASIL",2023
"27/09/202
3",17:05,30,3,BB607,ATROPELAMENTO,CICLISTA,0,0,"RUA WALDEMAR LOUREIRO CAMPOS,
XAXIM, CURITIBA","RUA OMAR RAYMUNDO PICHETH, 1500
- XAXIM, CURITIBA - PR,
81830-650, BRASIL","R. CATARINA GOOSEN, 496 - XAXIM,
CURITIBA - PR, 81830-050, BRASIL",2023
"11/10/202
3",14:56,541,11,GI030,ATROPELAMENTO,CICLISTA,1,0,"RUA SÃO JOSÉ DOS PINHAIS, SÍTIO
CERCADO, CURITIBA","R. OURIZONA, 1842 - SÍTIO
CERCADO, CURITIBA - PR,
81925-360, BRASIL","RUA MARIA NICOLAS, 310 - SÍTIO
CERCADO, CURITIBA - PR,
81925-380, BRASIL",2023
"28/10/202
3",08:33,550,7,HE719,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA SETE DE SETEMBRO,
CURITIBA","AVENIDA MARECHAL FLORIANO
PEIXOTO, REBOUÇAS, CURITIBA","R. LOURENÇO PINTO, 500 - CENTRO,
CURITIBA - PR, 80010-160, BRASIL",2023
"10/11/202
3",14:50,623,7,HA026,ATROPELAMENTO,CICLISTA,0,0,"RUA LAUDELINO FERREIRA LOPES,
CAPÃO RASO, CURITIBA","R. DESIDÉRIO BRUGNHOLO, 13 -
CAPÃO RASO, CURITIBA - PR,
81130-030, BRASIL","R. PEDRO GUSSO, 1250 - NOVO
MUNDO, CURITIBA - PR, 81050-200,
BRASIL",2023
"14/11/202
3",08:59,700,3,BL312,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA CÂNDIDO DE ABREU, CENTRO
CÍVICO, CURITIBA","R. COMENDADOR FONTANA, 29 -
CENTRO CÍVICO, CURITIBA - PR,
80030-070, BRASIL","R. HEITOR STOCKLER DE FRANÇA,
470 - CENTRO CÍVICO, CURITIBA -
PR, 80030-030, BRASIL",2023
"02/12/202
3",08:16,265,7,HI850,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, HAUER, CURITIBA","AV. SETE DE SETEMBRO, 2775 -
LOJA C03 - CENTRO, CURITIBA -
PR, 80230-010, BRASIL","AV. SILVA JARDIM, 717 - ÁGUA
VERDE, CURITIBA - PR, 80230-000,
BRASIL",2023
"07/12/202
3",16:22,512,6,EA075,ATROPELAMENTO,CICLISTA,0,0,"RUA EVARISTO DA VEIGA,
BOQUEIRÃO, CURITIBA","RUA CONDE DE SÃO JOÃO DAS DUAS
BARRAS, 1387 - BOQUEIRÃO,
CURITIBA - PR, 81670-170, BRASIL","R. PROF. JOSÉ NOGUEIRA DOS
SANTOS, 1479 - HAUER, CURITIBA -
PR, 81670-160, BRASIL",2023
"22/12/202
3",16:23,552,11,GI042,ATROPELAMENTO,CICLISTA,0,0,"RUA ARAPONGAS, SÍTIO CERCADO,
CURITIBA","R. NICOLA PELLANDA, 1571 -
PINHEIRINHO, CURITIBA - PR,
81900-405, BRASIL","R. CARLÓPOLIS, 940 - SÍTIO
CERCADO, CURITIBA - PR,
81880-390, BRASIL",2023
"27/12/202
3",18:04,380,4,CC301,ATROPELAMENTO,CICLISTA,1,0,"PRAÇA ZACARIAS, CENTRO, CURITIBA","RUA DESEMBARGADOR WESTPHALEN,
CENTRO, CURITIBA","ALAMEDA DOUTOR MURICY, CENTRO,
CURITIBA",2023
