DATA,HORA,LINHA,EMPRESA,PREFIXO,TIPO DE ACIDENTE,SUB TIPO DE ACIDENTE,FERIDOS,MORTOS,LOCAL,LOCAL AUXILIAR 1,LOCAL AUXILIAR 2
"17/01/202
4",16:20,550,007,HE701,ATROPELAMENTO,CICLISTA,1,0,"RUA ANDRÉ FERREIRA BARBOSA,
CAPÃO RASO, CURITIBA","RUA JOSÉ RODRIGUES PINHEIRO, 2 -
CAPÃO RASO, CURITIBA - PR,
81130-200, BRASIL","R. SANDER ROBERTO DA CUNHA, 250
- PINHEIRINHO, CURITIBA - PR,
81110-528, BRASIL"
"18/01/202
4",07:20,550,007,HE709,ATROPELAMENTO,CICLISTA,1,0,"BR 116 - LINHA VERDE, FANNY,
CURITIBA","AV. PRESIDENTE WENCESLAU BRAZ,
43 - FANNY, CURITIBA - PR,
81030-030, BRASIL","R. PROF. JOÃO SOARES BARCELOS,
54 - HAUER, CURITIBA - PR,
81630-060, BRASIL"
"09/02/202
4",15:54,603,007,HE703,ATROPELAMENTO,CICLISTA,0,0,"AVENIDA REPÚBLICA ARGENTINA,
ÁGUA VERDE, CURITIBA","RUA GOIÁS, ÁGUA VERDE, CURITIBA","RUA LEÔNIDAS MOCELLIN, ÁGUA
VERDE, CURITIBA"
"21/02/202
4",07:41,550,007,HE719,ATROPELAMENTO,CICLISTA,0,0,"BR 476 - LINHA VERDE, HAUER,
CURITIBA","AVENIDA PRESIDENTE WENCESLAU
BRAZ, FANNY, CURITIBA","RUA PROFESSOR JOÃO SOARES
BARCELOS, HAUER, CURITIBA"
"24/02/202
4",16:40,203,003,BE725,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA JOÃO GUALBERTO, CENTRO,
CURITIBA","R. LUIZ LEÃO, 240 - MATRIZ,
CURITIBA - PR, 80030-010, BRASIL","R. PADRE ANTÔNIO, 10 - CENTRO,
CURITIBA - PR, 80030-100, BRASIL"
"24/02/202
4",10:45,307,004,CL302,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA PRESIDENTE AFFONSO
CAMARGO, CAJURU, CURITIBA","AV. SÃO JOSÉ, 199 - CRISTO REI,
CURITIBA - PR, 80050-350, BRASIL","R. POE. FRANCISCO F LEITE, 10 -
CRISTO REI, CURITIBA - PR,
80050-360, BRASIL"
"25/02/202
4",10:56,545,002,KC001,ATROPELAMENTO,CICLISTA,1,0,"RUA IZAAC FERREIRA DA CRUZ,
SÍTIO CERCADO, CURITIBA","RUA SÃO JOSÉ DOS PINHAIS, SÍTIO
CERCADO, CURITIBA","RUA CAFEARA, SÍTIO CERCADO,
CURITIBA"
"04/03/202
4",08:19,350,007,HD250,ATROPELAMENTO,CICLISTA,1,0,"BR 476 - LINHA VERDE, CAPÃO DA
IMBUIA, CURITIBA","RUA DELEGADO LEOPOLDO BELCZAK,
CAPÃO DA IMBUIA, CURITIBA","RUA ROBERTO CICHON, CAPÃO DA
IMBUIA, CURITIBA"
"09/03/202
4",15:30,505,006,EL325,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, BOQUEIRÃO, CURITIBA","RUA CORONEL LUIZ JOSÉ DOS
SANTOS, BOQUEIRÃO, CURITIBA","RUA SALVADOR FERRANTE,
BOQUEIRÃO, CURITIBA,"
"09/03/202
4",09:30,680,007,HI033,ATROPELAMENTO,CICLISTA,1,0,"RUA JOSUÉ CAMARGO, CAMPO DE
SANTANA, CURITIBA","RUA LUCIANO RABELO, JARDIM
SANTANA, CAMPO DE SANTANA,
CURITIBA","RUA BENEDITO GOMES DOS REIS,
CAMPO DE SANTANA, CURITIBA"
"14/03/202
4",12:17,203,007,HE717,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA REPÚBLICA ARGENTINA,
PORTÃO, CURITIBA","RUA ARION NIEPCE DA SILVA,
PORTÃO, CURITIBA","RUA MORRETES, PORTÃO, CURITIBA"
"27/03/202
4",10:10,500,011,GE719,ATROPELAMENTO,CICLISTA,1,0,"RUA PEDRO IVO, CENTRO, CURITIBA","AVENIDA MARECHAL FLORIANO
PEIXOTO, CENTRO","RUA LOURENÇO PINTO, CENTRO,
CURITIBA"
"28/03/202
4",18:52,302,005,DE698,ATROPELAMENTO,CICLISTA,1,0,"RUA ENGENHEIRO COSTA BARROS,
CAJURU, CURITIBA","RUA SEBASTIÃO MARCOS LUIZ,
CAJURU, CURITIBA","RUA FONTE DA VIDA, CAJURU,
CURITIBA"
"09/04/202
4",18:10,250,003,BE717,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA REPÚBLICA ARGENTINA,
ÁGUA VERDE, CURITIBA","AVENIDA IGUAÇU, ÁGUA VERDE,
CURITIBA","AVENIDA PRESIDENTE GETÚLIO
VARGAS, ÁGUA VERDE, CURITIBA"
"22/04/202
4",19:48,321,005,DA014,ATROPELAMENTO,CICLISTA,1,0,"RUA AMADOR BUENO, CAJURU,
CURITIBA","RUA BIRMÂNIA, CAJURU, CURITIBA","RUA SUDÃO, CAJURU, CURITIBA"
"05/05/202
4",10:26,612,007,HA028,ATROPELAMENTO,CICLISTA,1,0,"RUA JOÃO BETTEGA, FAZENDINHA,
CURITIBA","RUA ARISTIDES BORSATO,
FAZENDINHA, CURITIBA","RUA GUAPIRAMA, FAZENDINHA,
CURITIBA"
"06/05/202
4",06:50,182,003,BC304,ATROPELAMENTO,CICLISTA,0,0,"AVENIDA ANITA GARIBALDI,
BARREIRINHA, CURITIBA","RUA PROFESSOR LEONARDO COBBE,
BARREIRINHA, CURITIBA","RUA DEPUTADO EDGAR TÁVORA,
BARREIRINHA, CURITIBA"
"10/05/202
4",15:45,303,005,DE716,ATROPELAMENTO,CICLISTA,1,0,"RUA PEDRO IVO, CENTRO, CURITIBA","ALAMEDA DOUTOR MURICY, CENTRO,
CURITIBA","AVENIDA MARECHAL FLORIANO
PEIXOTO, CENTRO, CURITIBA"
"20/05/202
4",18:36,500,011,GE725,ATROPELAMENTO,CICLISTA,1,0,,,
"23/05/202
4",07:10,603,007,HD252,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA REPÚBLICA ARGENTINA,
NOVO MUNDO, CURITIBA","RUA VISCONDE DO SERRO FRIO, NOVO
MUNDO, CURITIBA","RUA CORONEL HERCULANO DE ARAÚJO,
NOVO MUNDO, CURITIBA"
"23/05/202
4",07:16,508,011,GL330,ATROPELAMENTO,CICLISTA,0,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, HAUER, CURITIBA","RUA WALDEMAR KOST, HAUER,
CURITIBA","RUA MIGUEL POHOLINK, HAUER,
CURITIBA"
"29/05/202
4",19:00,302,005,DE711,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA PRESIDENTE AFFONSO
CAMARGO, JARDIM BOTÂNICO,
CURITIBA","RUA MARIANO TORRES, CENTRO,
CURITIBA","RUA TIBAGI, CENTRO, CURITIBA"
"02/06/202
4",15:10,548,011,GI036,ATROPELAMENTO,CICLISTA,1,0,"RUA EDUARDO PINTO DA ROCHA,
GANCHINHO, CURITIBA","RUA JORNALISTA JOSÉ PEDRO DOS
SANTOS - PEDRINHO, GANCHINHO,
CURITIBA","RUA BENJAMIN JUGLAIR, GANCHINHO,
CURITIBA"
"05/06/202
4",09:28,500,011,GD341,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, REBOUÇAS, CURITIBA","RUA CHILE, REBOUÇAS, CURITIBA","RUA CONSELHEIRO DANTAS,
REBOUÇAS, CURITIBA"
"10/06/202
4",15:57,023,010,MR802,ATROPELAMENTO,CICLISTA,1,0,"RUA PROFESSORA OLGA BALSTER,
CAJURU, CURITIBA","RUA LUIZ FRANÇA, CAJURU,
CURITIBA","RUA ANTÔNIO MEIRELLES SOBRINHO,
CAJURU, CURITIBA"
"12/06/202
4",17:36,304,007,HL320,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA PRESIDENTE AFFONSO
CAMARGO, CRISTO REI, CURITIBA","RUA JOÃO DRANKA, CRISTO REI,
CURITIBA","RUA SANTO ANDRÉ, CAJURU,
CURITIBA"
"23/06/202
4",16:10,603,007,HE721,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA REPÚBLICA ARGENTINA,
PORTÃO, CURITIBA","RUA MARANHÃO, PORTÃO, CURITIBA","RUA ENGENHEIRO NIEPCE DA SILVA,
PORTÃO, CURITIBA"
"25/06/202
4",13:47,203,003,BE708,ATROPELAMENTO,CICLISTA,1,0,"RUA PRESIDENTE FARIA, CENTRO,
CURITIBA","RUA SÃO FRANCISCO, CENTRO,
CURITIBA","RUA TREZE DE MAIO, CENTRO,
CURITIBA"
"02/07/202
4",17:25,303,008,JE849,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA SETE DE SETEMBRO,
REBOUÇAS, CURITIBA","RUA DESEMBARGADOR WESTPHALEN,
REBOUÇAS, CURITIBA","AVENIDA MARECHAL FLORIANO
PEIXOTO, REBOUÇAS, CURITIBA"
"04/07/202
4",17:06,250,003,BE702,ATROPELAMENTO,CICLISTA,1,0,"RUA PRESIDENTE FARIA, CENTRO,
CURITIBA","RUA ALFREDO BUFREN, CENTRO,
CURITIBA","RUA XV DE NOVEMBRO, CENTRO,
CURITIBA"
"04/07/202
4",17:06,203,003,BE722,ATROPELAMENTO,CICLISTA,0,0,"RUA PRESIDENTE FARIA, CENTRO,
CURITIBA","RUA XV DE NOVEMBRO, CENTRO,
CURITIBA","RUA ALFREDO BUFREN, CENTRO,
CURITIBA"
"16/07/202
4",16:26,206,006,EL317,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, BOQUEIRÃO, CURITIBA","RUA UNIÃO DA VITÓRIA, SÃO
DOMINGOS, SÃO JOSÉ DOS PINHAIS","RUA WILSON DACHEUX PEREIRA, ALTO
BOQUEIRÃO, CURITIBA"
"17/07/202
4",07:45,619,007,HA602,ATROPELAMENTO,CICLISTA,1,0,"RUA ENETTE DUBARD, TATUQUARA,
CURITIBA","RUA DESEMBARGADOR ERNANI ALMEIDA
DE ABREU, TATUQUARA, CURITIBA","RUA ADRIANA CERES ZAGO BUENO,
TATUQUARA, CURITIBA"
"22/07/202
4",18:47,250,011,GD350,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA REPÚBLICA ARGENTINA,
NOVO MUNDO, CURITIBA","RUA CATARINA SCOTTI, NOVO MUNDO,
CURITIBA","RUA PEDRO BONAT, NOVO MUNDO,
CURITIBA"
"30/07/202
4",07:53,550,007,HE715,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, REBOUÇAS, CURITIBA","RUA CHILE, REBOUÇAS, CURITIBA","RUA ALMIRANTE GONÇALVES,
REBOUÇAS, CURITIBA"
"01/08/202
4",15:36,603,007,HE713,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, REBOUÇAS, CURITIBA","RUA CHILE, REBOUÇAS, CURITIBA","RUA BALTAZAR CARRASCO DOS REIS,
REBOUÇAS, CURITIBA"
"06/08/202
4",06:48,343,003,BI893,ATROPELAMENTO,CICLISTA,1,0,"RUA EPAMINONDAS SANTOS, BAIRRO
ALTO, CURITIBA","RUA RIO JAGUARIBE, BAIRRO ALTO,
CURITIBA,","RUA RIO GUAPORÉ, BAIRRO ALTO,
CURITIBA"
"12/08/202
4",12:30,502,011,GE606,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, BOQUEIRÃO, CURITIBA","RUA HIPÓLITO DA COSTA,
BOQUEIRÃO, CURITIBA","RUA CORONEL LUIZ JOSÉ DOS
SANTOS, BOQUEIRÃO, CURITIBA"
"14/08/202
4",17:37,700,007,HL312,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA REPÚBLICA ARGENTINA,
PORTÃO, CURITIBA","RUA VITAL BRASIL, PORTÃO,
CURITIBA","RUA SYLVIO ZENY, PORTÃO,
CURITIBA"
"21/08/202
4",16:25,507,006,EL327,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA PRESIDENTE GETÚLIO
VARGAS, REBOUÇAS, CURITIBA","RUA SANTO ANTÔNIO, REBOUÇAS,
CURITIBA","AVENIDA MARECHAL FLORIANO
PEIXOTO, REBOUÇAS, CURITIBA"
"23/08/202
4",08:31,250,003,BE724,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA SETE DE SETEMBRO,
CENTRO, CURITIBA","RUA DESEMBARGADOR WESTPHALEN,
CENTRO, CURITIBA","RUA ALFERES POLI, CENTRO,
CURITIBA"
"27/09/202
4",14:20,533,006,EA012,ATROPELAMENTO,CICLISTA,1,0,"RUA FRANCISCO DEROSSO, ALTO
BOQUEIRÃO, CURITIBA","RUA DOS PIONEIROS, ALTO
BOQUEIRÃO, CURITIBA","RUA ODIR SUSIN, ALTO BOQUEIRÃO,
CURITIBA"
"03/10/202
4",16:16,500,011,GE736,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, PAROLIN, CURITIBA","AVENIDA DA REPÚBLICA, PAROLIN,
CURITIBA","RUA ARTUR HAUER, HAUER, CURITIBA"
"04/10/202
4",13:07,528,006,EA602,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA WINSTON CHURCHILL,
PINHEIRINHO, CURITIBA","RUA AREF KUDRI, PINHEIRINHO,
CURITIBA","RUA ALBERTO KOSOP, PINHEIRINHO,
CURITIBA"
"21/10/202
4",14:50,700,003,BL338,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA REPÚBLICA ARGENTINA,
ÁGUA VERDE, CURITIBA","RUA PROFESSOR ÁLVARO JORGE, VILA
IZABEL, CURITIBA","AVENIDA ÁGUA VERDE, ÁGUA VERDE,
CURITIBA"
"25/11/202
4",20:57,350,011,GE602,ATROPELAMENTO,CICLISTA,1,0,"LINHA VERDE ( BR - 476 ), XAXIM,
CURITIBA","RUA OMAR RAYMUNDO PICHETH,
XAXIM, CURITIBA","RUA BARÃO DE SANTO ÂNGELO,
XAXIM, CURITIBA"
"26/11/202
4",18:55,721,008,JI007,ATROPELAMENTO,CICLISTA,1,0,"RUA JOÃO EVANGELISTA FILHO ( RUA
SETEMBRINO PORTELLA NETO ),
CIDADE INDUSTRIAL DE CURITIBA,
CURITIBA","RUA CASSILDA DOS SANTOS
CANFIELD, CIDADE INDUSTRIAL DE
CURITIBA, CURITIBA","ESTRADA VELHA DO BARIGUI, CIDADE
INDUSTRIAL DE CURITIBA, CURITIBA"
"30/11/202
4",14:46,650,007,HI602,ATROPELAMENTO,CICLISTA,1,0,"RUA ENETTE DUBARD, TATUQUARA,
CURITIBA","AVENIDA PERO VAZ DE CAMINHA,
TATUQUARA, CURITIBA","RUA ANÍZIA MARIA DA CONCEIÇÃO
FERREIRA, TATUQUARA, CURITIBA"
"03/12/202
4",06:37,216,007,HA607,ATROPELAMENTO,CICLISTA,1,0,"RUA GUABIROTUBA, PRADO VELHO,
CURITIBA","RUA IAPÓ, PRADO VELHO, CURITIBA","RUA FRANCISCO NUNES, PRADO
VELHO, CURITIBA"
"03/12/202
4",19:28,250,011,GE706,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA PARANÁ, BOA VISTA,
CURITIBA","RUA FERNANDO DE NORONHA, BOA
VISTA, CURITIBA","RUA ANTÔNIO LAGO, BOA VISTA,
CURITIBA"
"19/12/202
4",14:58,603,007,HE705,ATROPELAMENTO,CICLISTA,0,0,"AVENIDA WINSTON CHURCHILL, CAPÃO
RASO, CURITIBA","RUA DESEMBARGADOR ERNANI GUARITA
CARTAXO, CURITIBA","RUA CAPITÃO ARGEMIRO MONTEIRO
WANDERLEY, CURITIBA"
"31/12/202
4",14:28,628,007,HI853,ATROPELAMENTO,CICLISTA,1,0,"RUA PAUL GARFUNKEL, CIDADE
INDUSTRIAL DE CURITIBA, CURITIBA","RUA MAJOR VICTOR FEIJÓ, CIDADE
INDUSTRIAL DE CURITIBA, CURITIBA","RUA WIEGANDO OLSEN, CIDADE
INDUSTRIAL DE CURITIBA, CURITIBA"
